                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                 2.0353,                0.94381,                0.91258,                0.74475,                0.61715,                0.67336,                 0.2525,                 2.1347,                 1.1269,                0.91981,              0.0019208,              0.0019208,              0.0019208
                     43,                  1.979,                 0.9288,                 0.9126,                0.71279,                0.60582,                0.65936,                0.23731,                 2.2061,                 1.0571,                0.93542,              0.0019188,              0.0019188,              0.0019188
                     44,                 1.9996,                0.90461,                0.91202,                0.79046,                0.65118,                 0.7138,                  0.267,                 2.1128,                0.96067,                0.92268,              0.0019168,              0.0019168,              0.0019168
                     45,                 1.9393,                0.91658,                0.90947,                0.78306,                0.60798,                0.69434,                0.24914,                 2.1817,                0.98131,                0.92976,              0.0019149,              0.0019149,              0.0019149
                     46,                 2.0083,                0.92067,                0.89994,                0.73117,                 0.5805,                0.64799,                0.20999,                 2.3504,                 1.0435,                0.94769,              0.0019129,              0.0019129,              0.0019129
                     47,                  2.037,                0.92426,                0.92523,                0.74741,                0.62742,                0.68053,                0.25247,                 2.1363,                0.97638,                0.92666,              0.0019109,              0.0019109,              0.0019109
                     48,                 2.0007,                0.95528,                0.90866,                0.76297,                0.58966,                0.67479,                0.24561,                 2.2112,                 1.0372,                0.93874,              0.0019089,              0.0019089,              0.0019089
                     49,                 2.0462,                0.93957,                0.91691,                0.75955,                0.60159,                0.65238,                0.23396,                 2.2186,                0.97661,                0.94905,              0.0019069,              0.0019069,              0.0019069
                     50,                   1.94,                 0.8882,                0.91837,                0.77308,                0.62696,                 0.6885,                0.26434,                 2.1048,                 0.9281,                0.92456,               0.001905,               0.001905,               0.001905
                     51,                 1.9677,                0.89489,                 0.9162,                0.74621,                  0.625,                0.69368,                0.25379,                 2.1982,                0.98775,                0.94137,               0.001903,               0.001903,               0.001903
                     52,                 1.9848,                0.90341,                0.90576,                0.75718,                0.65314,                0.71699,                0.27664,                 2.0729,                  1.018,                0.91415,               0.001901,               0.001901,               0.001901
                     53,                 1.9423,                0.90726,                0.90806,                0.72639,                0.65504,                 0.6961,                0.25877,                 2.1384,                0.97076,                0.93415,               0.001899,               0.001899,               0.001899
                     54,                 1.9525,                0.88019,                0.90631,                0.77424,                0.63518,                0.70927,                0.26925,                 2.1551,                0.97772,                0.94521,               0.001897,               0.001897,               0.001897
                     55,                 1.9691,                0.89579,                0.91692,                0.80499,                0.66819,                0.71989,                0.25938,                 2.2165,                 1.0218,                0.96463,              0.0018951,              0.0018951,              0.0018951
                     56,                 1.9142,                0.88569,                0.91032,                0.77109,                0.63482,                0.67719,                 0.2476,                  2.205,                 0.9948,                0.95612,              0.0018931,              0.0018931,              0.0018931
                     57,                 1.9744,                0.88294,                0.91282,                0.78723,                0.64267,                0.70948,                0.26461,                 2.1443,                0.96852,                0.93761,              0.0018911,              0.0018911,              0.0018911
                     58,                 1.9533,                0.86538,                0.91038,                0.75732,                0.62631,                0.66727,                0.23628,                 2.2255,                 1.0034,                0.96054,              0.0018891,              0.0018891,              0.0018891
                     59,                 1.9417,                0.85805,                 0.9107,                0.78626,                0.64921,                0.72359,                0.28166,                 2.0861,                0.94266,                0.92899,              0.0018871,              0.0018871,              0.0018871
                     60,                 1.9587,                0.86802,                0.91305,                0.77624,                0.60864,                0.67875,                0.22383,                 2.2745,                0.96932,                0.96039,              0.0018852,              0.0018852,              0.0018852
                     61,                 1.9366,                 0.8735,                0.91546,                0.76698,                0.66492,                0.72485,                0.27822,                 2.0709,                0.93042,                0.91961,              0.0018832,              0.0018832,              0.0018832
                     62,                  1.918,                0.88226,                0.90356,                0.77175,                0.66827,                0.71696,                0.27103,                 2.0798,                0.95529,                0.92103,              0.0018812,              0.0018812,              0.0018812
                     63,                 1.9319,                0.85031,                0.90807,                0.70189,                0.62042,                0.64806,                0.22013,                 2.2767,                   1.01,                0.95687,              0.0018792,              0.0018792,              0.0018792
                     64,                 1.9882,                0.89355,                0.91574,                0.75643,                0.61989,                0.69062,                0.24101,                 2.2057,                 0.9741,                0.93551,              0.0018772,              0.0018772,              0.0018772
                     65,                 2.0279,                0.89886,                0.91089,                0.75072,                0.64845,                0.70863,                0.25639,                 2.1572,                0.95286,                0.92895,              0.0018753,              0.0018753,              0.0018753
                     66,                 1.9784,                0.88268,                0.91115,                0.74438,                0.64071,                0.69631,                0.25879,                 2.1821,                0.93593,                0.93622,              0.0018733,              0.0018733,              0.0018733
                     67,                 1.9321,                0.86592,                0.90427,                0.76701,                0.66099,                0.72818,                0.27189,                 2.1005,                0.92354,                0.92183,              0.0018713,              0.0018713,              0.0018713
                     68,                 1.9661,                0.86859,                0.90287,                0.66461,                0.62435,                0.63508,                0.21823,                 2.2458,                 1.0097,                 0.9394,              0.0018693,              0.0018693,              0.0018693
                     69,                 1.9356,                0.86239,                0.89673,                0.77461,                0.68652,                0.75349,                0.29357,                 2.0538,                0.90852,                0.91846,              0.0018673,              0.0018673,              0.0018673
                     70,                 1.8542,                  0.839,                0.90038,                0.76251,                0.63547,                0.71377,                0.27735,                 2.0928,                0.94626,                0.92125,              0.0018654,              0.0018654,              0.0018654
                     71,                 1.8639,                0.85688,                0.89379,                0.78582,                0.65071,                0.72326,                0.27621,                 2.0847,                 0.9678,                0.92322,              0.0018634,              0.0018634,              0.0018634
                     72,                 1.8037,                0.80712,                0.89122,                0.78918,                0.67932,                0.74543,                0.28255,                 2.0958,                0.92056,                0.92668,              0.0018614,              0.0018614,              0.0018614
                     73,                 1.8741,                0.83427,                0.90135,                0.76827,                0.67016,                0.73165,                0.27722,                  2.113,                0.96074,                0.92656,              0.0018594,              0.0018594,              0.0018594
                     74,                 1.8864,                0.84362,                0.89438,                0.72255,                0.62173,                0.68075,                0.24637,                 2.1968,                 1.1106,                0.93496,              0.0018574,              0.0018574,              0.0018574
                     75,                 1.8881,                0.85598,                0.89272,                0.65702,                0.55955,                0.60329,                0.21327,                 2.2236,                 1.2829,                0.94908,              0.0018555,              0.0018555,              0.0018555
                     76,                 1.8663,                0.82731,                0.89655,                 0.7415,                0.60798,                0.68729,                0.25386,                 2.1836,                 1.1004,                0.93736,              0.0018535,              0.0018535,              0.0018535
                     77,                 1.8488,                0.83048,                0.89601,                0.75223,                0.60402,                0.68837,                0.25674,                 2.1642,                 1.0653,                0.93347,              0.0018515,              0.0018515,              0.0018515
                     78,                 1.9141,                0.83912,                0.89526,                0.69625,                0.51309,                 0.5739,                0.20125,                 2.3052,                 1.0787,                0.94584,              0.0018495,              0.0018495,              0.0018495
                     79,                 1.8677,                0.82266,                0.90026,                0.74507,                0.60058,                0.68144,                0.25832,                 2.1404,                0.96871,                0.93247,              0.0018475,              0.0018475,              0.0018475
                     80,                 1.8673,                0.81687,                0.89777,                0.75091,                0.61753,                0.69444,                0.26852,                 2.1206,                0.96314,                0.92864,              0.0018456,              0.0018456,              0.0018456
                     81,                 1.8491,                0.85319,                0.89317,                0.79123,                 0.6695,                0.74343,                0.28568,                 2.0699,                 0.9111,                0.91656,              0.0018436,              0.0018436,              0.0018436
                     82,                 1.8453,                0.81212,                0.88714,                0.80853,                0.68325,                0.75762,                0.28805,                  2.124,                 0.9155,                0.92939,              0.0018416,              0.0018416,              0.0018416
                     83,                 1.8422,                0.80623,                0.88307,                0.80846,                0.67676,                0.76021,                0.29824,                 2.0697,                0.90661,                0.92025,              0.0018396,              0.0018396,              0.0018396
                     84,                 1.8686,                0.81169,                0.87896,                0.72357,                0.64267,                0.68835,                 0.2344,                 2.2797,                 1.0525,                 0.9465,              0.0018376,              0.0018376,              0.0018376
                     85,                  1.963,                0.84046,                0.90489,                 0.7066,                0.58947,                0.63529,                0.21295,                 2.2973,                 1.1107,                0.96364,              0.0018357,              0.0018357,              0.0018357
                     86,                 1.8567,                 0.8152,                0.90886,                0.74934,                0.61825,                  0.667,                0.23532,                 2.2559,                0.95189,                0.95994,              0.0018337,              0.0018337,              0.0018337
                     87,                 1.8962,                0.83223,                0.89916,                0.78593,                0.66885,                0.74854,                0.28131,                 2.1417,                0.92448,                0.93596,              0.0018317,              0.0018317,              0.0018317
                     88,                 1.8035,                0.79354,                0.90162,                 0.7701,                0.65838,                0.70968,                0.25646,                 2.1057,                0.91183,                0.92976,              0.0018297,              0.0018297,              0.0018297
                     89,                 1.8599,                0.81149,                0.89069,                  0.782,                0.66905,                0.75159,                0.28425,                 2.0872,                0.99028,                0.92495,              0.0018277,              0.0018277,              0.0018277
                     90,                 1.8528,                0.84217,                0.90202,                0.75083,                0.63351,                0.70626,                0.26798,                 2.1375,                 1.0482,                0.94485,              0.0018258,              0.0018258,              0.0018258
                     91,                 1.8351,                 0.8158,                0.90507,                0.81498,                0.64398,                0.73252,                0.27376,                 2.1219,                0.94124,                0.93512,              0.0018238,              0.0018238,              0.0018238
                     92,                 1.9044,                0.83823,                 0.8937,                0.79161,                0.65633,                0.73751,                0.28443,                 2.1016,                0.91496,                0.92674,              0.0018218,              0.0018218,              0.0018218
                     93,                 1.8579,                0.81215,                0.89358,                 0.7985,                0.65356,                0.72903,                0.26581,                 2.1406,                0.90143,                0.92907,              0.0018198,              0.0018198,              0.0018198
                     94,                 1.8466,                0.81407,                0.88939,                0.84406,                0.67539,                0.76719,                0.29948,                 2.0739,                0.87153,                0.92464,              0.0018178,              0.0018178,              0.0018178
                     95,                 1.8255,                0.79096,                0.88469,                0.83335,                 0.6905,                 0.7599,                0.29508,                 2.0628,                  0.882,                0.91957,              0.0018159,              0.0018159,              0.0018159
                     96,                 1.8818,                0.80778,                0.90889,                0.79461,                0.64312,                0.69042,                0.23826,                 2.2658,                0.94648,                0.96026,              0.0018139,              0.0018139,              0.0018139
                     97,                 1.9706,                0.84792,                 0.9022,                0.68161,                0.59686,                0.60379,                0.17239,                 2.5627,                 1.0116,                0.97733,              0.0018119,              0.0018119,              0.0018119
                     98,                 2.2345,                 1.0009,                0.93451,                0.66803,                0.60537,                0.59843,                0.16526,                 2.6987,                 1.0685,                 1.0119,              0.0018099,              0.0018099,              0.0018099
                     99,                 1.9995,                0.90132,                0.89585,                0.82865,                0.68455,                0.75204,                0.28048,                 2.0984,                0.88639,                0.92704,              0.0018079,              0.0018079,              0.0018079
                    100,                 1.9328,                0.85121,                0.90326,                0.76034,                0.63536,                0.71512,                0.27755,                 2.1035,                0.93069,                0.91974,               0.001806,               0.001806,               0.001806
                    101,                 1.8594,                0.86328,                0.89272,                0.79173,                0.65707,                0.74044,                 0.2821,                 2.1165,                0.93973,                0.92534,               0.001804,               0.001804,               0.001804
                    102,                 1.8454,                0.81888,                0.89377,                0.79276,                 0.6695,                0.73401,                0.27342,                  2.108,                0.88691,                0.92688,               0.001802,               0.001802,               0.001802
                    103,                 1.7942,                0.80853,                  0.894,                0.75873,                0.68327,                0.74791,                0.29229,                 2.0741,                0.89359,                 0.9141,                 0.0018,                 0.0018,                 0.0018
                    104,                 1.8152,                0.81628,                0.88944,                0.77978,                0.66973,                0.73333,                0.27619,                 2.1508,                0.93319,                0.92932,               0.001798,               0.001798,               0.001798
                    105,                 1.7925,                0.79448,                0.89601,                0.78108,                0.66079,                0.72746,                0.27881,                 2.0832,                0.91083,                0.91906,              0.0017961,              0.0017961,              0.0017961
                    106,                 1.8998,                 0.8151,                0.88328,                 0.5716,                0.52029,                 0.5189,                0.16664,                 2.3966,                 1.1201,                0.96021,              0.0017941,              0.0017941,              0.0017941
                    107,                 1.8959,                0.83864,                0.89855,                0.69796,                0.60864,                0.67345,                0.24797,                 2.1124,                 1.0705,                0.93362,              0.0017921,              0.0017921,              0.0017921
                    108,                 1.9271,                0.83956,                0.89942,                0.57927,                0.53884,                0.57857,                0.21339,                  2.212,                 1.4058,                0.95463,              0.0017901,              0.0017901,              0.0017901
                    109,                 1.7944,                0.79525,                0.88981,                 0.6709,                 0.5517,                0.61661,                0.21454,                 2.2758,                 1.1829,                0.94801,              0.0017881,              0.0017881,              0.0017881
                    110,                  1.778,                  0.772,                0.88107,                0.78208,                0.69306,                0.75391,                0.29343,                 2.0393,                0.92202,                0.91846,              0.0017862,              0.0017862,              0.0017862
                    111,                  1.858,                0.79076,                0.88398,                0.81214,                0.71014,                0.76543,                0.30371,                 2.0386,                 0.8833,                 0.9207,              0.0017842,              0.0017842,              0.0017842
                    112,                 1.7756,                0.78014,                0.88907,                0.78835,                0.68783,                0.74631,                0.28447,                 2.0804,                0.88709,                0.92649,              0.0017822,              0.0017822,              0.0017822
                    113,                 1.7614,                  0.765,                 0.8825,                0.67714,                0.60668,                0.67054,                 0.2598,                 2.1297,                 1.0662,                0.93352,              0.0017802,              0.0017802,              0.0017802
                    114,                 1.7886,                 0.7691,                0.88628,                0.73893,                 0.6695,                0.73064,                0.28271,                   2.09,                 0.9263,                0.92469,              0.0017782,              0.0017782,              0.0017782
                    115,                 1.7796,                0.79056,                0.89054,                0.79934,                0.66099,                0.73182,                0.27408,                 2.1286,                0.94357,                0.92492,              0.0017763,              0.0017763,              0.0017763
                    116,                  1.742,                0.75947,                0.88271,                0.80155,                0.68063,                0.76058,                0.30348,                  2.041,                0.88887,                 0.9142,              0.0017743,              0.0017743,              0.0017743
                    117,                 1.7642,                 0.7593,                0.87499,                0.79363,                0.70721,                0.76949,                0.30379,                 2.0586,                0.88106,                0.92032,              0.0017723,              0.0017723,              0.0017723
                    118,                 1.7901,                0.77859,                0.88184,                0.78256,                0.68325,                0.74563,                0.27853,                 2.1312,                0.89046,                0.93679,              0.0017703,              0.0017703,              0.0017703
                    119,                 1.7667,                0.76203,                0.88378,                0.81172,                0.68194,                0.76027,                0.29269,                 2.0826,                0.85538,                 0.9257,              0.0017683,              0.0017683,              0.0017683
                    120,                 1.7574,                0.77879,                0.87888,                0.81657,                0.70484,                 0.7718,                0.30017,                 2.0676,                0.84515,                0.92509,              0.0017664,              0.0017664,              0.0017664
                    121,                 1.7638,                0.76803,                0.87446,                0.79903,                0.67474,                0.75944,                0.29768,                 2.0822,                0.86597,                0.92119,              0.0017644,              0.0017644,              0.0017644
                    122,                 1.7347,                0.75498,                0.88785,                0.82631,                0.69895,                0.78515,                0.31251,                 2.0476,                0.84406,                0.91854,              0.0017624,              0.0017624,              0.0017624
                    123,                 1.7091,                0.73834,                0.87917,                0.80635,                0.69764,                0.77406,                 0.3005,                 2.0716,                0.85783,                0.92062,              0.0017604,              0.0017604,              0.0017604
                    124,                 1.7593,                0.76397,                0.87322,                0.79685,                0.66296,                0.75466,                 0.3057,                 2.0193,                0.86537,                0.91309,              0.0017584,              0.0017584,              0.0017584
                    125,                 1.7397,                0.75653,                0.88543,                0.82776,                0.69194,                0.76662,                0.30686,                 2.0585,                0.84735,                0.92418,              0.0017565,              0.0017565,              0.0017565
                    126,                 1.7781,                0.75746,                0.87865,                0.75982,                0.66873,                0.72906,                0.26013,                 2.2233,                0.90088,                0.93982,              0.0017545,              0.0017545,              0.0017545
                    127,                 1.8086,                0.76638,                0.88618,                0.74556,                0.66099,                0.72139,                0.27614,                 2.1519,                0.92063,                0.93298,              0.0017525,              0.0017525,              0.0017525
                    128,                 1.7853,                0.77384,                0.88785,                0.78196,                0.69237,                0.75197,                0.28994,                 2.1222,                0.90138,                0.92856,              0.0017505,              0.0017505,              0.0017505
                    129,                  1.819,                 0.7758,                0.89311,                0.79953,                0.67864,                 0.7525,                0.29504,                 2.1087,                0.87696,                0.92579,              0.0017485,              0.0017485,              0.0017485
                    130,                 1.7232,                0.74666,                0.88191,                0.81784,                0.67736,                 0.7363,                0.28206,                  2.126,                0.89558,                 0.9376,              0.0017466,              0.0017466,              0.0017466
                    131,                 1.7722,                0.76213,                0.87541,                0.81747,                0.68259,                 0.7639,                0.28775,                 2.1249,                0.87044,                0.92908,              0.0017446,              0.0017446,              0.0017446
                    132,                 1.7768,                0.76006,                0.89178,                0.80405,                0.69764,                0.75829,                0.28471,                 2.1403,                0.87519,                0.94449,              0.0017426,              0.0017426,              0.0017426
                    133,                 1.7773,                0.75304,                 0.8837,                0.82707,                 0.6792,                0.76509,                0.29674,                  2.104,                0.87368,                0.94085,              0.0017406,              0.0017406,              0.0017406
                    134,                 1.7926,                 0.7648,                0.87692,                0.80959,                0.66781,                0.75125,                0.28633,                 2.1734,                0.91011,                 0.9375,              0.0017386,              0.0017386,              0.0017386
                    135,                 1.8271,                0.76196,                0.89542,                0.79654,                0.63351,                0.70061,                0.26971,                 2.1313,                0.90292,                0.93465,              0.0017367,              0.0017367,              0.0017367
                    136,                 1.7441,                0.74806,                0.88698,                0.80127,                0.64921,                0.73922,                0.29914,                 2.0645,                0.90042,                0.93053,              0.0017347,              0.0017347,              0.0017347
                    137,                 1.7563,                0.75041,                0.88596,                0.77739,                 0.6623,                0.75009,                 0.2906,                 2.1507,                0.92182,                 0.9365,              0.0017327,              0.0017327,              0.0017327
                    138,                 1.7599,                 0.7464,                 0.8758,                0.78163,                0.69105,                 0.7596,                0.29816,                 2.0688,                0.86297,                0.92671,              0.0017307,              0.0017307,              0.0017307
                    139,                 1.7028,                0.72763,                0.87422,                0.81238,                0.69144,                0.76771,                0.30342,                 2.0819,                0.87655,                0.92436,              0.0017287,              0.0017287,              0.0017287
                    140,                 1.7941,                0.76137,                0.86814,                0.74792,                0.64791,                0.71954,                0.24119,                 2.3677,                 1.0305,                0.96795,              0.0017268,              0.0017268,              0.0017268
                    141,                 1.8213,                0.76581,                0.88293,                0.78055,                0.67866,                0.74691,                0.29481,                 2.0857,                0.95561,                0.92456,              0.0017248,              0.0017248,              0.0017248
                    142,                 1.8518,                0.77646,                0.88506,                0.77498,                0.67169,                0.73809,                0.28478,                 2.1402,                0.94848,                0.93525,              0.0017228,              0.0017228,              0.0017228
                    143,                 1.7902,                0.75192,                0.87436,                0.82065,                0.70746,                0.78179,                0.29977,                 2.1122,                0.86997,                0.92923,              0.0017208,              0.0017208,              0.0017208
                    144,                 1.7307,                0.74327,                 0.8793,                0.82324,                0.70714,                0.77572,                0.29768,                 2.0854,                 0.8655,                0.92756,              0.0017188,              0.0017188,              0.0017188
                    145,                 1.7888,                  0.754,                0.88321,                0.81972,                0.69764,                0.77962,                0.29725,                 2.0743,                0.85283,                0.92316,              0.0017169,              0.0017169,              0.0017169
                    146,                 1.6777,                0.71876,                0.87986,                0.81552,                0.72036,                0.78524,                0.31324,                 2.0569,                0.84857,                0.92432,              0.0017149,              0.0017149,              0.0017149
                    147,                 1.7095,                0.72547,                0.88411,                0.79497,                0.72251,                 0.7854,                0.31198,                 2.0783,                0.85438,                0.92265,              0.0017129,              0.0017129,              0.0017129
                    148,                   1.76,                0.74583,                0.87388,                0.77406,                0.64987,                 0.7169,                 0.2631,                 2.1888,                0.88207,                 0.9301,              0.0017109,              0.0017109,              0.0017109
                    149,                  1.697,                0.73328,                0.86975,                0.77799,                 0.7055,                0.76093,                0.27767,                 2.1223,                0.87389,                0.92262,              0.0017089,              0.0017089,              0.0017089
                    150,                 1.6888,                0.73449,                0.87641,                0.81311,                0.68521,                0.77018,                0.30487,                 2.0936,                0.84671,                0.92518,               0.001707,               0.001707,               0.001707
                    151,                 1.7258,                0.73962,                0.86561,                 0.7627,                0.67099,                0.74067,                0.28136,                 2.1643,                0.87906,                 0.9343,               0.001705,               0.001705,               0.001705
                    152,                 1.7088,                0.73196,                0.87815,                0.79016,                0.66784,                  0.723,                0.27071,                 2.1479,                0.86831,                0.94523,               0.001703,               0.001703,               0.001703
                    153,                 1.8844,                0.76142,                0.89607,                0.79072,                0.64791,                0.70062,                0.26193,                 2.1758,                0.89457,                0.94714,               0.001701,               0.001701,               0.001701
                    154,                 1.7281,                0.74642,                0.87914,                0.79217,                0.70026,                 0.7697,                0.29251,                  2.135,                 0.8809,                0.92782,               0.001699,               0.001699,               0.001699
                    155,                 1.7577,                0.73668,                0.89153,                0.79544,                0.70942,                0.77149,                0.30319,                  2.062,                0.87036,                0.92743,              0.0016971,              0.0016971,              0.0016971
                    156,                 1.7698,                0.73938,                0.87453,                0.80134,                0.70615,                0.77137,                0.30065,                  2.053,                0.86017,                0.92522,              0.0016951,              0.0016951,              0.0016951
